Mean_Speed,Estimated_Travel_Time,Traffic_Level,Total_Neighbours,Length,Rank
26.44840849167668,10.391551540293706,1,14,274.84,5
23.42652047434822,20.92457565504671,1,11,490.19,2
12.414760554060727,5.861570964910617,1,12,72.77,3
10.803554955024836,5.604636645258847,1,12,60.55,7
11.485738230352556,6.066654019317761,1,12,69.68,5
9.285237265887405,21.832506181049723,2,12,202.72,2
5.5680743239820005,12.593222705018382,1,10,70.12,4
13.919870409342339,33.17487781280414,1,11,461.79,1
1.6441499209729955,229.4073035485643,1,11,377.18,1
0.0,26120.0,1,12,26.12,6
13.794734591972954,5.600687674336045,1,12,77.26,6
9.95432438306041,10.346257167916022,1,12,102.99,3
9.978694248932092,7.567122322450254,1,12,75.51,6
10.142679946876898,6.925191405810658,1,12,70.24,5
25.14841504283507,7.038614548809555,1,11,177.01,3
12.876568891480566,5.651350186006949,1,12,72.77,7
20.576188655706243,8.44325462343682,1,15,173.73,2
15.394515693496732,8.808981243709225,1,11,135.61,2
22.725595849945122,6.517760897360923,1,10,148.12,3
10.727043991489335,4.612640727422824,1,10,49.48,8
14.55758351364254,31.721610909340598,1,11,461.79,1
3.8211460547521714,185.34753444433164,1,12,708.24,1
12.296150902646731,3.675947079526387,1,14,45.2,5
21.510381749201635,22.724840762909412,1,11,488.82,1
12.733142239920989,29.621910514551864,1,11,377.18,1
13.801217981865433,5.043757738734825,1,11,69.61,3
2.0868715500691906,7.494471808521926,1,12,15.64,8
14.175556212203517,3.2026961990328,1,12,45.4,4
15.503901796708776,59.32958116357954,1,11,919.84,1
10.41821326717767,21.321314346656276,1,12,222.13,1
13.250015943772288,10.965269824319611,1,10,145.29,2
27.67098722916898,25.08150483580861,1,12,694.03,1
12.543665126310698,8.608329297113398,2,9,107.98,2
23.67802827212276,13.188598155686034,1,11,312.28,2
13.537911890553474,28.915094378265763,4,9,391.45,1
11.083100571100102,22.352950639643026,1,11,247.74,1
25.36713907721226,7.058738451150476,1,11,179.06,3
12.0191975410341,8.213526707000641,1,12,98.72,3
8.676336384679033,43.806508086887696,1,11,380.08,1
12.361756212016505,6.5468044031907295,1,12,80.93,3
7.801452502980029,3.62368417794011,1,12,28.27,8
12.326073104239276,5.65143492261473,1,12,69.66,6
9.125039956341508,15.923217947009952,2,12,145.3,2
8.988383570313454,4.330033280794083,1,12,38.92,8
26.104608027197045,5.050066251240131,1,12,131.83,3
5.788928058999591,3.8469989215669353,1,12,22.27,8
13.910643354535718,6.332561173116216,1,10,88.09,7
7.03814775538413,8.776456838767901,1,12,61.77,5
0.0,14730.0,1,12,14.73,8
25.434683349002913,18.108737336337075,1,12,460.59,1
10.133416851411411,8.464074976650517,1,9,85.77,5
9.607737805650762,13.999133065527062,1,12,134.5,3
8.058962065679953,33.65073539121059,1,9,271.19,2
11.793654805651444,11.015245243378494,1,11,129.91,2
21.784431721945296,15.831030361585396,1,12,344.87,3
13.011781016779262,31.642862684905023,1,11,411.73,1
13.971450515660244,31.839929540700084,1,8,444.85,1
10.818299794099381,20.107595845943116,1,12,217.53,2
27.693346237446008,13.386247975289402,1,12,370.71,2
14.841758589784064,67.3410764603025,2,12,999.46,1
5.053131775767542,133.04224584522822,1,10,672.28,1
19.293260859027566,22.49490136328747,1,12,434.0,1
25.318579110860274,23.61032968645485,1,11,597.78,1
0.0,319690.0,1,10,319.69,1
24.273538335117195,38.942818593218334,1,12,945.28,1
12.79502761267543,54.21324759884252,4,11,693.66,1
12.611441050075843,31.039276038771625,1,9,391.45,1
4.96922834885261,34.96116253947438,1,15,173.73,2
20.41131832230474,8.772583777909622,1,11,179.06,2
7.9843625567071355,6.40501976667388,1,12,51.14,8
12.697473608929856,29.93351368202081,1,11,380.08,1
12.265276170635033,11.427382314926158,1,11,140.16,4
13.32077765458247,17.164163078823385,1,12,228.64,2
13.095538464911451,6.17996733901749,1,12,80.93,2
6.836746657483323,9.77657990688286,1,12,66.84,4
12.758966965731886,9.277396854927119,1,12,118.37,2
27.793673088777442,28.048469790586104,1,10,779.57,1
6.889402503634512,14.822765827098427,1,12,102.12,4
12.039754240788962,13.100765750320164,1,9,157.73,2
6.403718576370738,46.36524801317419,1,11,296.91,2
19.790114661439898,17.482465661208405,1,12,345.98,3
15.049909465887653,1.7461899062958908,1,12,26.28,8
22.102934349987034,2.9371665758052656,1,12,64.92,8
20.477080662006117,6.586876431573618,1,12,134.88,6
15.330537333502086,46.197989319804925,1,12,708.24,1
23.112165553725298,13.856771632045504,2,12,320.26,2
11.793935044596404,5.574899280976157,1,9,65.75,3
11.616226896365712,8.511369559330214,1,13,98.87,3
12.967177545665882,5.914934050211723,1,11,76.7,2
6.803304691361177,4.121526415773372,1,11,28.04,5
14.705675870910696,11.470401053355594,2,10,168.68,7
27.82486781213322,24.942795943755158,1,12,694.03,1
14.613736246805551,68.39181870539603,2,12,999.46,1
12.143469092709491,17.64734594076236,1,12,214.3,2
9.032637078943663,10.521844193380856,1,12,95.04,4
7.93567517879853,2.6676999150064966,1,12,21.17,8
15.201034608401429,6.023274228281534,1,12,91.56,4
24.33058782120483,38.8515068746576,1,12,945.28,1
26.406293745799438,21.47783424132434,1,12,567.15,1
13.795997600368958,4.728907752075517,1,12,65.24,3
6.425932301953436,6.699416983729056,1,10,43.05,7
10.840683692450526,29.53596000803722,1,12,320.19,2
12.438606449671436,55.76669724270623,4,11,693.66,1
13.213799147885167,29.624334047990317,2,9,391.45,1
25.131313639931726,7.124975740045973,1,11,179.06,3
12.190745699858361,6.040647702203779,1,10,73.64,4
12.834904594384787,5.2076740819127085,1,12,66.84,3
11.412790456129775,9.169536617908621,1,12,104.65,2
28.210768747193374,27.6337737190362,1,10,779.57,1
11.516892542182001,29.84659262392273,2,11,343.74,1
10.4421527415591,4.347762489559351,1,15,45.4,8
7.599400944961234,8.96912802649179,1,6,68.16,4
10.15970467887068,5.6724089746283815,1,12,57.63,8
13.787068610529388,21.535397290562944,1,11,296.91,1
3.592405718727968,29.325752225253467,1,12,105.35,3
30.199698265703013,11.569983147706333,1,11,349.41,2
10.77259613350351,21.620600745964474,1,11,232.91,2
13.546566758163726,8.28401778866749,1,12,112.22,2
12.824125436257278,23.92677781616828,1,11,306.84,1
1.4819635357242078,58.12558671216225,1,8,86.14,2
15.671876380941482,17.034973573723526,1,12,266.97,1
10.953503183569719,2.508786416497333,1,10,27.48,8
20.83727299647511,15.87731753843057,1,9,330.84,1
21.882875823879733,21.75628120507204,1,11,476.09,1
20.091281205286375,8.835673453880649,1,11,177.52,2
10.932303877013725,15.511826409853017,1,12,169.58,3
11.97151523216162,2.5861387969357117,1,11,30.96,8
12.323423557271497,18.602785089272526,2,12,229.25,2
11.631271200699988,2.5053151540518037,1,10,29.14,8
12.306783567077618,3.4541925409105465,1,8,42.51,4
11.328874930973079,6.434884350315478,1,8,72.9,7
12.098951680066563,6.38567720931463,1,12,77.26,3
13.659970296569051,31.96639454696875,1,11,436.66,1
0.0,81330.0,1,10,81.33,2
9.028648292203798,13.632162425274567,1,13,123.08,3
15.79308688022229,13.216542249342838,1,11,208.73,2
27.89574943350498,10.154952125421605,1,11,283.28,2
18.960375733124227,7.923366188231419,1,10,150.23,2
13.29908902840689,12.683575517067302,1,10,168.68,3
13.683494926541846,3.1592805954966123,1,12,43.23,7
14.283028394618176,69.97535623303774,3,12,999.46,1
13.073910456319979,5.775624687982942,1,12,75.51,3
20.371249336050823,1.2340922044241027,1,12,25.14,8
9.306426013889723,18.2948856785504,1,10,170.26,3
4.312771095125935,72.4082018526145,1,11,312.28,1
12.475582121192883,55.6014134860806,5,11,693.66,1
14.540192181140476,26.92192751810631,3,9,391.45,2
23.644382886921463,7.347622512748943,2,15,173.73,3
11.848592575240055,14.464165166598093,1,12,171.38,2
12.35649772372023,19.39627274319939,1,12,239.67,1
13.242704098769298,7.351972774884254,1,13,97.36,3
12.088269592376507,26.960020829245032,1,11,325.9,1
14.953823751894141,13.55639890929718,1,12,202.72,2
5.066285219930516,6.845252190613073,1,10,34.68,7
7.2800073316911424,6.410707829487664,1,12,46.67,4
15.188124371213267,4.253323084609399,1,12,64.6,8
27.68023029670232,10.25966897514697,1,11,283.99,2
2.867901473573875,7.695522389232279,2,12,22.07,8
8.580380396975482,11.111395484704458,1,12,95.34,4
26.862494917831327,6.566404220440161,1,11,176.39,6
20.81120028912195,8.86589900806652,1,12,184.51,2
12.087938330308644,47.00305250361852,1,12,568.17,1
22.42347119823948,1.9198633262177516,1,10,43.05,8
22.591805455724703,20.387480801508392,1,12,460.59,2
22.913942135527645,4.569270507044904,1,11,104.7,4
13.601452999857477,31.58780168593032,1,14,429.64,2
17.603027802092758,27.045915359140626,1,11,476.09,2
11.510038976780251,4.327526613983157,1,10,49.81,6
12.683443263535201,10.623298200684703,1,12,134.74,2
12.376357286433759,13.70193151953392,1,12,169.58,1
14.251575691761863,3.2852507689422965,1,12,46.82,3
12.291825399424223,18.65060660646372,2,12,229.25,1
15.667111566743646,2.6929022506966827,1,9,42.19,7
1.80494287176989,14.897978446061407,1,12,26.89,7
12.060350516598453,10.7716603942155,2,11,129.91,2
14.318485801720204,1.6209814586128641,1,10,23.21,8
14.392251846807051,20.717397331130613,1,11,298.17,2
