Mean_Speed,Estimated_Travel_Time,Traffic_Level,Total_Neighbours,Length,Rank
12.711050438298845,7.575298396258018,1,12,96.29,6
12.735070693480107,7.763600405502094,1,12,98.87,2
12.636745883960499,8.643047901962655,1,11,109.22,2
17.398729777592234,13.652720804131746,1,11,237.54,3
3.8656815147958694,42.4659919270842,1,11,164.16,2
5.2176159774685615,11.455423369237439,1,12,59.77,4
18.9710978474748,10.66727933338539,1,11,202.37,2
10.413843160303658,26.29864842251131,1,12,273.87,1
1.6787030236097054,7.267515354661368,1,14,12.2,8
8.470902291033417,5.594445357983064,1,11,47.39,7
0.0,176910.0,1,11,176.91,1
8.403558736923884,9.59712456648121,1,11,80.65,2
14.553620001890684,4.509530961470335,1,8,65.63,8
7.795034428010695,10.23087206817537,1,12,79.75,5
13.081164657030115,18.078665485867493,1,12,236.49,1
11.61844099899754,6.83998825719017,1,10,79.47,7
0.0,209729.99999999997,1,11,209.73,1
9.188907419914774,19.25256093195472,1,11,176.91,3
28.183769985945723,1.8815793638127276,1,12,53.03,8
14.193024754254672,22.327164609855643,1,14,316.89,2
26.919522213740336,12.862041058933476,1,10,346.24,2
12.398841621271385,17.189509029162476,1,12,213.13,1
3.004377974849194,10.541283508640317,1,11,31.67,6
28.04930184032936,3.421475534268524,1,12,95.97,3
11.412921212072833,23.996485642106638,1,12,273.87,1
14.953229497670797,2.4509755572004575,1,6,36.65,8
11.146648478177703,28.399567871880397,1,12,316.56,1
8.647008567619173,6.981605202297376,1,12,60.37,7
19.778234588539096,12.06477751751783,1,11,238.62,4
6.191899287537671,14.485054719884982,1,13,89.69,4
11.947034602054645,4.514090885007159,1,12,53.93,3
13.125504068850885,12.444474447852587,1,11,163.34,3
1.4103378779720515,22.51233587064531,1,12,31.75,5
8.139631245034035,3.561586406962442,1,12,28.99,8
11.651390835364888,16.183475660920514,1,9,188.56,2
26.66035500342073,14.936410259687335,1,8,398.21,1
22.484303463288185,9.983853863497501,1,12,224.48,2
13.370978111881485,2.8861015011092443,1,10,38.59,7
12.045223215980567,6.043059451437022,1,12,72.79,3
13.126303353493087,5.784568431430773,1,12,75.93,5
15.479409685207681,4.190082265345108,1,10,64.86,2
5.410979129609336,4.5500083090835215,1,11,24.62,8
4.643735680071593,18.838281510167974,1,12,87.48,3
13.424913484388766,1.9851152136652572,1,10,26.65,7
2.471154792467132,6.482799073871887,1,11,16.02,8
8.574371203536593,12.968881024667365,1,12,111.2,4
25.50579386144747,6.693381155959501,1,12,170.72,7
25.408766544970888,9.348741883222814,1,11,237.54,2
7.751923571928682,5.4180100732791905,1,14,42.0,4
9.65624015547801,4.67573292223747,1,12,45.15,7
7.314759607344847,3.431418303179336,1,12,25.1,8
24.062960795706438,4.400954682970509,1,10,105.9,8
28.000478797566842,12.365502836690322,1,10,346.24,2
13.237408920364086,6.75887558798321,1,11,89.47,3
6.1600941015320565,13.850437768277004,1,12,85.32,2
0.0,6559.999999999999,1,12,6.56,8
18.91724043051253,15.477416015062373,1,13,292.79,1
23.23447966747191,9.087356507302996,1,10,211.14,5
11.428490027525328,27.699197290068113,2,12,316.56,1
15.63631693104869,1.257329336997613,1,7,19.66,8
8.37300514699891,3.7728389563121945,1,9,31.59,8
11.683800751670514,2.704599356975677,1,10,31.6,6
3.0432208634680133,30.280418061733158,1,10,92.15,2
9.455319195583593,16.023784799435173,1,12,151.51,3
25.39231254143878,3.4628590781758595,1,13,87.93,3
22.5210341542978,15.971735468966315,1,12,359.7,1
22.658509709490996,12.139809878351404,1,12,275.07,1
20.868689084697802,16.64646967474002,1,10,347.39,2
4.204825658211485,11.11579974991895,1,12,46.74,6
11.469911910605994,3.64954851669723,1,11,41.86,8
15.315298031608723,19.782834090116292,1,11,302.98,1
11.115634307428264,3.9475929835759564,1,10,43.88,8
11.74424375986072,3.407626818576407,1,12,40.02,5
0.0,200.0,1,12,0.2,8
13.398745642757756,15.652957791117,1,11,209.73,1
26.401767542479096,19.815339982759195,1,12,523.16,1
11.214062206901131,22.911412052082728,2,12,256.93,2
21.84071103344347,10.876019541500648,1,11,237.54,1
9.433166095557882,4.700436688046858,1,10,44.34,8
5.9476489514112485,3.759468687992161,1,12,22.36,8
27.48875354406126,3.2325947357914138,1,12,88.86,4
6.2048747240477224,5.308729259647604,1,12,32.94,6
14.561135632346454,6.846306669827747,1,11,99.69,2
12.47871864697814,9.448085443336028,1,11,117.9,2
29.999406867718193,4.2457506097249045,1,12,127.37,5
10.690571187510802,8.369057034531776,1,11,89.47,5
13.61951136149988,13.129692780718605,1,12,178.82,2
9.740961915237822,6.1585293651705415,1,9,59.99,8
9.975508599929043,5.188707872034532,1,11,51.76,6
13.58832730242126,5.745372352496172,1,10,78.07,6
13.893083006322575,22.785439333799225,3,12,316.56,1
12.244010024285215,17.200247270484777,1,11,210.6,1
10.537091104294586,9.313765917806409,2,12,98.14,5
9.588349280592533,2.779414810632879,1,10,26.65,8
8.191061418090964,2.51615742429672,1,7,20.61,8
10.069723153037838,1.115224304514482,1,7,11.23,8
12.656763345664663,2.149838727080275,1,12,27.21,7
26.833636522676326,23.720228879977277,1,12,636.5,1
5.735352775854267,2.6938186025878346,1,8,15.45,8
11.178895539936287,4.344794154886326,1,10,48.57,3
25.652879393214874,3.1025756906279836,1,12,79.59,5
25.41451706687812,1.8741257162062925,1,13,47.63,8
17.888178221743377,8.69848220825895,1,11,155.6,5
8.02807157007046,23.81393817074828,1,13,191.18,2
22.596610526998546,22.14402905259368,1,11,500.38,1
14.686589742005681,9.522292271841,1,12,139.85,2
10.227632483922042,10.090311727785645,1,10,103.2,3
9.326077633351089,20.189623912914264,1,12,188.29,2
21.369316011815343,7.375060573434411,1,11,157.6,6
12.984371595846712,0.10166067647218492,1,9,1.32,8
13.768141750702892,17.176609907283,1,12,236.49,2
12.50710391127502,6.353988946102754,1,10,79.47,4
4.667615965683945,3.4900043447796865,1,10,16.29,8
7.960917097355413,2.1417130453052886,1,11,17.05,8
1.7574425181463407,146.19539321888973,1,12,256.93,1
22.839322497585336,27.11551536020715,1,12,619.3,1
12.956904830639052,8.322975387223028,1,12,107.84,2
10.725898816363344,4.981400711937318,1,10,53.43,6
26.298979559056185,5.910875730023145,1,11,155.45,7
24.894234030463334,26.245434954956902,1,11,653.36,1
27.0272793878581,12.300535145588936,1,12,332.45,4
30.088963238312072,4.429863499925539,1,12,133.29,4
26.563328608825653,2.94541400109039,1,11,78.24,8
6.691003300446889,1.4870714529965101,2,6,9.95,8
10.864449708764944,16.45918613399592,2,12,178.82,3
11.757177620334621,1.6109308383027516,1,6,18.94,8
21.215572175297773,13.80071192899093,1,13,292.79,2
28.1061367723525,3.4145567844245304,2,12,95.97,5
27.73642844138457,1.937884688852061,1,12,53.75,8
13.720027374836462,25.868024188561826,1,10,354.91,1
13.139765527330791,17.25221043925658,1,11,226.69,1
15.988583918063723,10.43494538697114,1,12,166.84,2
12.04463610457849,4.912560204081872,1,12,59.17,4
12.595530131682022,8.028244856931346,1,12,101.12,2
13.309794831667224,28.83290124705319,1,11,383.76,1
13.180612405670084,4.1690020394167275,1,12,54.95,8
11.102521222731635,7.353284750570691,1,11,81.64,2
12.924885280018945,11.535885756022854,1,12,149.1,1
26.912942236649332,3.6164756400159987,1,11,97.33,5
11.356450816476716,15.577930363888589,1,11,176.91,3
13.162171657088473,8.305620291855549,1,12,109.32,2
9.68628431212428,9.218189051939772,1,11,89.29,5
4.2396425981663555,1.8539298580025232,1,11,7.86,8
27.106338252075698,1.2288638801092675,1,12,33.31,8
28.585697209569645,10.30690270872129,1,14,294.63,3
26.0087010727474,3.5788023300222274,1,12,93.08,6
26.583069784016914,8.658142263854863,1,12,230.16,2
27.760022692058023,3.2107322457448695,1,12,89.13,8
0.0,653720.0,1,11,653.72,1
21.166971338817103,3.491760763357768,1,10,73.91,8
22.661534261368747,9.521861914170634,1,12,215.78,1
27.552834726226465,9.983364787441332,1,12,275.07,2
17.923494991395,4.701092060474417,1,11,84.26,3
15.47288897454647,8.454141965032372,1,12,130.81,2
12.782303059454266,5.469280432080819,1,10,69.91,3
7.467115895799361,46.52264741135528,1,10,347.39,1
11.89212316826915,6.4925328225672585,1,10,77.21,7
18.897705915407276,12.841241211302343,1,12,242.67,4
8.781053527421316,44.84769381831203,1,9,393.81,1
26.780973762031902,7.932497223128676,1,10,212.44,2
21.335306140271197,22.37699318027838,1,12,477.42,1
11.927719059994878,11.036477245806,1,10,131.64,1
4.004851583158597,3.4408266358604513,1,12,13.78,8
12.146540301400059,17.26664505248673,1,11,209.73,2
