Mean_Speed,Estimated_Travel_Time,Traffic_Level,Total_Neighbours,Length,Rank
11.255835585314198,33.415555615500836,1,12,376.12,1
20.496547874548593,21.38945556507063,1,14,438.41,1
10.71556329400771,4.906881566310513,1,10,52.58,1
17.02719221452717,2.618752371982795,1,10,44.59,2
3.5554057913366703,34.12268728807724,1,10,121.32,1
8.040161722019985,10.59555801802916,2,12,85.19,1
14.22280890723312,9.886935901141625,1,12,140.62,1
7.038935051159934,1.7033826726422472,1,10,11.99,3
2.465745268156752,18.132448869474096,1,10,44.71,1
9.823632698087023,5.74125700067989,1,12,56.4,1
0.0,232740.0,1,12,232.74,1
13.985733481184958,8.728895067551125,1,10,122.08,1
11.462632227848673,52.81771132193327,1,6,605.43,1
20.542753167495263,19.803577285040355,1,12,406.82,1
22.739833476239347,5.148234709912252,1,12,117.07,1
22.618217418324804,15.382733022900135,1,14,347.93,1
5.3074479794957,81.125618501288,1,12,430.57,1
20.115340472139522,56.430563607520455,1,7,1135.12,1
8.431847823155113,16.7436608156398,1,9,141.18,1
11.485611982009722,32.747057848474135,1,12,376.12,1
10.595375216333194,3.8365795613671523,1,12,40.65,2
25.173172314860203,7.095649200103287,1,10,178.62,1
8.107238567387107,10.115651503077839,1,12,82.01,1
0.0,4820.0,1,14,4.82,4
18.39680361136653,0.7381717110688484,1,12,13.58,4
11.769944860345003,19.77324471451926,1,12,232.73,1
12.91940291768232,9.477218164039206,1,11,122.44,1
15.66755984243937,7.3680905744685825,1,11,115.44,1
4.745573588763364,94.66716543259186,1,11,449.25,1
16.431945523779287,4.813185382433619,1,12,79.09,2
13.051493729912327,14.114859479861046,2,10,184.22,1
3.333179784561374,4.839222917020844,1,11,16.13,2
11.94947644160129,12.57460950145732,1,11,150.26,1
15.66304766429621,10.997859656180786,1,12,172.26,1
5.884118996188045,35.194733507966234,1,14,207.09,1
2.2892316372599453,5.241933496237709,1,12,12.0,3
7.254401061781884,6.910287916682493,1,12,50.13,1
22.130515493452553,17.209269260477768,1,12,380.85,1
11.57472330310514,52.3062179670059,1,6,605.43,1
20.99563698715062,3.7317276940895097,1,11,78.35,1
20.620886366591893,55.047100295311225,1,7,1135.12,1
18.576003084141725,4.807277410296897,1,12,89.3,2
14.998246253971104,3.489741341334616,2,12,52.34,3
20.31993588208792,5.484269273616886,1,12,111.44,1
15.75136890927583,5.615384955393473,1,11,88.45,1
1.9861219942336903,283.76907442558934,1,14,563.6,1
13.828150430495379,6.385524979918572,1,12,88.3,1
12.269338502432074,16.87377033072824,1,14,207.03,1
11.744904440195809,4.046009930686823,1,12,47.52,1
5.8540941007435325,3.524029447592885,1,12,20.63,2
24.09138803905301,6.534285187089115,1,10,157.42,1
